Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
HISTOPLASMIN,HISTOPLASMIN,https://pubchem.ncbi.nlm.nih.gov/substance/135292057,RELEVANT,9008-05-3,No CAS info,SUBSTANCE,YES,YES,YES
HISTRELIN,HISTRELIN,https://pubchem.ncbi.nlm.nih.gov/compound/25077993,FEATURED,76712-82-8,No CAS info,COMPOUND,YES,YES,YES
HOMATROPINE,HOMATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/Homatropine,FEATURED,87-00-3,"104441-60-3, 16175-83-0",COMPOUND,MISSING,YES,YES
HOMATROPINE METHYLHYDROXIDE,HOMATROPINE METHYLHYDROXIDE,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
HOMOEOPATHIC MEDICINES,HOMOEOPATHIC MEDICINES,https://pubmed.ncbi.nlm.nih.gov/38197691,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
HOMOSALATE,HOMOSALATE,https://pubchem.ncbi.nlm.nih.gov/compound/8362,FEATURED,"118-56-9, 588-68-1, 36861-47-9","194304-23-9, 50610-40-7, 52253-93-7, 8045-71-4, 38102-62-4, 84055-65-2",COMPOUND,YES,YES,YES
HONEY,HONEY,https://pubchem.ncbi.nlm.nih.gov/compound/Honey,FEATURED,8028-66-8,No CAS info,COMPOUND,MISSING,YES,YES
HOODIA GORDONII,HOODIA GORDONII,https://pubchem.ncbi.nlm.nih.gov/substance/482031234,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
HORDEUM VULGARE,HORDEUM VULGARE,https://pubchem.ncbi.nlm.nih.gov/substance/483936536,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
HUMAN ALPHA1 PROTEINASE INHIBITOR,HUMAN ALPHA1 PROTEINASE INHIBITOR,https://pubchem.ncbi.nlm.nih.gov/substance/472420638,RELEVANT,9041-92-3,No CAS info,SUBSTANCE,YES,YES,YES
HUMAN MENOPAUSAL GONADOTROPHIN,HUMAN MENOPAUSAL GONADOTROPHIN,https://pubchem.ncbi.nlm.nih.gov/compound/21888462,FEATURED,No CAS info,No CAS info,COMPOUND,YES,YES,YES
HUMULUS LUPULUS,HUMULUS LUPULUS,https://pubchem.ncbi.nlm.nih.gov/compound/639665,RELEVANT,6754-58-1,No CAS info,COMPOUND,NO,NO,NO
HUPERZINE A,HUPERZINE A,https://pubchem.ncbi.nlm.nih.gov/compound/854026,FEATURED,"102518-79-6, 120786-18-7","116-28-9, 1369-64-8",COMPOUND,YES,YES,YES
HYALURONIC ACID,HYALURONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/Hyaluronic%20Acid,FEATURED,"9004-61-9, 9067-32-7, 125935-84-4","1257406-45-3, 1357910-24-7, 1444006-49-8, 1623804-64-7, 1623804-65-8, 165324-65-2, 29382-75-0, 37243-73-5, 9039-38-7, 953845-54-0, 953845-55-1, 953845-56-2, 953845-57-3, 1257406-45-3, 1357910-24-7, 1444006-49-8, 29382-75-0, 37243-73-5, 9039-38-7, 953845-54-0, 953845-55-1, 953845-56-2, 953845-57-3",COMPOUND,MISSING,YES,YES
HYALURONIDASE,HYALURONIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/Hyaluronidase,FEATURED,9001-54-1,"9013-16-5, 9013-54-1, 9013-76-7, 9013-97-2, 9037-26-7",COMPOUND,MISSING,YES,YES
HYDANTOIN,HYDANTOIN,https://pubchem.ncbi.nlm.nih.gov/compound/10006,FEATURED,461-72-3,"1394977-74-2, 345341-10-8, 345341-10-8",COMPOUND,YES,YES,YES
HYDRALAZINE,HYDRALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/3637,FEATURED,86-54-4,No CAS info,COMPOUND,YES,YES,YES
HYDRASTIS CANADENSIS,HYDRASTIS CANADENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/483936569,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
HYDROCHLORIC ACID,HYDROCHLORIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/313,FEATURED,"7647-01-0, 22537-15-1","113962-65-5, 218625-68-4, 51005-19-7, 61674-62-2",COMPOUND,YES,YES,YES
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3639,FEATURED,58-93-5,"125727-50-6, 8049-49-8, 8049-49-8",COMPOUND,YES,YES,YES
HYDROCODONE,HYDROCODONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284569,FEATURED,125-29-1,"1037-91-8, 1469752-80-4, 50678-79-0, 9007-52-7, 1469752-80-4, 50678-79-0, 9007-52-7",COMPOUND,YES,YES,YES
HYDROCOLLOID DRESSING,HYDROCOLLOID DRESSING,https://pubmed.ncbi.nlm.nih.gov/27821789,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
HYDROCORTISONE,HYDROCORTISONE,https://pubchem.ncbi.nlm.nih.gov/compound/5754,FEATURED,50-23-7,"1050676-88-4, 1436392-18-5, 8056-08-4, 80562-38-5, 8063-42-1, 1050676-88-4, 80562-38-5, 8063-42-1",COMPOUND,YES,YES,YES
HYDROCORTISONE BUTEPRATE,HYDROCORTISONE BUTEPRATE,https://pubchem.ncbi.nlm.nih.gov/compound/636398,FEATURED,72590-77-3,No CAS info,COMPOUND,YES,YES,YES
HYDROFLUMETHIAZIDE,HYDROFLUMETHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3647,FEATURED,"135-09-1, 148-56-1",No CAS info,COMPOUND,YES,YES,YES
HYDROGEN PEROXIDE,HYDROGEN PEROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/784,FEATURED,"7722-84-1, 12325-10-9","218625-72-0, 37355-84-3, 66554-50-5, 8007-30-5, 97929-73-2, 218625-72-0, 37355-84-3, 66554-50-5, 8007-30-5",COMPOUND,YES,YES,YES
HYDROGEN PEROXIDE UREA DERIVATIVE,HYDROGEN PEROXIDE UREA DERIVATIVE,https://pubmed.ncbi.nlm.nih.gov/908331,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
HYDROMORPHONE,HYDROMORPHONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284570,FEATURED,466-99-9,"18145-12-5, 41376-02-7",COMPOUND,YES,YES,YES
HYDROQUINONE,HYDROQUINONE,https://pubchem.ncbi.nlm.nih.gov/compound/785,FEATURED,"123-31-9, 3225-30-7","57534-13-1, 8027-02-9, 8027-02-9",COMPOUND,YES,YES,YES
HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,https://pubchem.ncbi.nlm.nih.gov/compound/44475014,FEATURED,13422-51-0,8017-22-9,COMPOUND,YES,YES,YES
HYDROXYALKYLPHOSPHONATE,HYDROXYALKYLPHOSPHONATE,https://pubmed.ncbi.nlm.nih.gov/10732966,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
HYDROXYAMPHETAMINE,HYDROXYAMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3651,FEATURED,103-86-6,1518-86-1,COMPOUND,YES,YES,YES
HYDROXYCARBAMIDE,HYDROXYCARBAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3657,FEATURED,127-07-1,No CAS info,COMPOUND,YES,YES,YES
HYDROXYCHLOROQUINE,HYDROXYCHLOROQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/3652,FEATURED,"118-42-3, 525-31-5","117456-74-3, 25526-45-8",COMPOUND,YES,YES,YES
HYDROXYETHYLCELLULOSE,HYDROXYETHYLCELLULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/4327536,FEATURED,No CAS info,No CAS info,COMPOUND,YES,YES,YES
HYDROXYLYSINE,HYDROXYLYSINE,https://pubchem.ncbi.nlm.nih.gov/compound/3032849,FEATURED,1190-94-9,"13189-95-2, 24722-60-9, 27287-98-5, 28902-93-4, 30528-11-1",COMPOUND,YES,YES,YES
HYDROXYPROGESTERONE,HYDROXYPROGESTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6238,FEATURED,"68-96-2, 110850-01-6, 604-09-1","1050677-68-3, 67085-08-9",COMPOUND,YES,YES,YES
HYDROXYPROLINE,HYDROXYPROLINE,https://pubchem.ncbi.nlm.nih.gov/compound/5810,FEATURED,"618-28-0, 51-35-4","138-46-5, 17210-41-2, 21105-75-9, 24784-87-0, 54733-36-7",COMPOUND,YES,YES,YES
HYDROXYPROPYLCHITOSAN,HYDROXYPROPYLCHITOSAN,https://pubchem.ncbi.nlm.nih.gov/compound/129634078,FEATURED,No CAS info,No CAS info,COMPOUND,YES,YES,YES
HYDROXYTOLUIC ACID,HYDROXYTOLUIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6738,FEATURED,83-40-9,No CAS info,COMPOUND,YES,YES,YES
HYDROXYZINE,HYDROXYZINE,https://pubchem.ncbi.nlm.nih.gov/compound/3658,FEATURED,"68-88-2, 2192-20-3",No CAS info,COMPOUND,YES,YES,YES
HYLAN GEL POLYSACCHARIDE,HYLAN GEL POLYSACCHARIDE,https://pubmed.ncbi.nlm.nih.gov/17216398,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
HYOSCYAMINE,HYOSCYAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Hyoscyamine,FEATURED,"101-31-5, 5934-50-9","1891070-00-0, 1892-81-5, 28905-40-0, 38411-64-2, 47170-56-9, 8000-07-5",COMPOUND,MISSING,YES,YES
HYPERICUM PERFORATUM,HYPERICUM PERFORATUM,https://pubchem.ncbi.nlm.nih.gov/compound/3663,RELEVANT,"548-04-9, 1372719-41-9",1372719-41-9,COMPOUND,NO,NO,NO
HYPOCHLOROUS ACID,HYPOCHLOROUS ACID,https://pubchem.ncbi.nlm.nih.gov/compound/24341,FEATURED,"7790-92-3, 12301-79-0, 14380-61-1","1338439-06-7, 14333-29-0, 26190-92-1, 14333-29-0, 26190-92-1",COMPOUND,YES,YES,YES
HYPOSULFUROUS ACID,HYPOSULFUROUS ACID,https://pubchem.ncbi.nlm.nih.gov/substance/162221488,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
HYPROLOSE,HYPROLOSE,https://pubchem.ncbi.nlm.nih.gov/substance/472409612,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
HYPROMELLOSE,HYPROMELLOSE,https://pubchem.ncbi.nlm.nih.gov/compound/57503849,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,YES,YES
HYSSOPUS OFFICINALIS,HYSSOPUS OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/substance/483936004,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
IBALIZUMAB,IBALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ibalizumab,FEATURED,680188-33-4,872357-57-8,COMPOUND,MISSING,YES,YES
IBANDRONIC ACID,IBANDRONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/60852,FEATURED,114084-78-5,No CAS info,COMPOUND,YES,YES,YES
IBRITUMOMAB TIUXETAN,IBRITUMOMAB TIUXETAN,https://pubchem.ncbi.nlm.nih.gov/compound/Ibritumomab%20Tiuxetan,FEATURED,206181-63-7,No CAS info,COMPOUND,MISSING,YES,YES
IBRUTINIB,IBRUTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/24821094,FEATURED,936563-96-1,No CAS info,COMPOUND,YES,YES,YES
IBUPROFEN,IBUPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3672,FEATURED,"15687-27-1, 69-14-7","139466-08-3, 58560-75-1, 58560-75-1",COMPOUND,YES,YES,YES
IBUTILIDE,IBUTILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/60753,FEATURED,"122647-31-8, 130350-52-6, 122647-32-9",100632-81-3,COMPOUND,YES,YES,YES
ICATIBANT,ICATIBANT,https://pubchem.ncbi.nlm.nih.gov/compound/6918173,FEATURED,130308-48-4,No CAS info,COMPOUND,YES,YES,YES
ICHTYOLAMMONIUM,ICHTYOLAMMONIUM,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ICOSAPENT,ICOSAPENT,https://pubchem.ncbi.nlm.nih.gov/compound/446284,FEATURED,10417-94-4,25377-48-4,COMPOUND,YES,YES,YES
IDARUBICIN,IDARUBICIN,https://pubchem.ncbi.nlm.nih.gov/compound/42890,FEATURED,58957-92-9,No CAS info,COMPOUND,YES,YES,YES
IDARUCIZUMAB,IDARUCIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Idarucizumab,FEATURED,1362509-93-0,No CAS info,COMPOUND,MISSING,YES,YES
IDEBENONE,IDEBENONE,https://pubchem.ncbi.nlm.nih.gov/compound/3686,FEATURED,58186-27-9,No CAS info,COMPOUND,YES,YES,YES
IDELALISIB,IDELALISIB,https://pubchem.ncbi.nlm.nih.gov/compound/11625818,FEATURED,"870281-82-6, 1146702-54-6",No CAS info,COMPOUND,YES,YES,YES
IDOXURIDINE,IDOXURIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5905,FEATURED,54-42-2,"1336-77-2, 1556847-71-2, 888-04-0, 1222844-74-7, 1336-77-2, 1556847-71-2, 888-04-0, 888-04-0",COMPOUND,YES,YES,YES
IDURSULFASE,IDURSULFASE,https://pubchem.ncbi.nlm.nih.gov/compound/Idursulfase,FEATURED,50936-59-9,No CAS info,COMPOUND,MISSING,YES,YES
IFOSFAMIDE,IFOSFAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3690,FEATURED,3778-73-2,"36341-88-5, 84711-20-6",COMPOUND,YES,YES,YES
ILEX AQUIFOLIUM,ILEX AQUIFOLIUM,https://pubchem.ncbi.nlm.nih.gov/compound/Ilex%20aquifolium%20flowering%20top,FEATURED,90045-83-3,No CAS info,COMPOUND,MISSING,YES,YES
ILEX PARAGUARIENSIS,ILEX PARAGUARIENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482030732,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ILOPERIDONE,ILOPERIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/71360,FEATURED,133454-47-4,No CAS info,COMPOUND,YES,YES,YES
ILOPROST,ILOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5311181,FEATURED,78919-13-8,73873-87-7,COMPOUND,YES,YES,YES
IMATINIB,IMATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/5291,FEATURED,152459-95-5,No CAS info,COMPOUND,YES,YES,YES
IMIGLUCERASE,IMIGLUCERASE,https://pubchem.ncbi.nlm.nih.gov/compound/Imiglucerase,FEATURED,"143003-46-7, 154248-97-2",No CAS info,COMPOUND,MISSING,YES,YES
IMIPENEM,IMIPENEM,https://pubchem.ncbi.nlm.nih.gov/compound/104838,FEATURED,"64221-86-9, 74431-23-5","127644-14-8, 345631-68-7, 75902-88-4, 127644-14-8, 345631-68-7",COMPOUND,YES,YES,YES
IMIPRAMINE,IMIPRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3696,FEATURED,"50-49-7, 73-07-4",No CAS info,COMPOUND,YES,YES,YES
IMIQUIMOD,IMIQUIMOD,https://pubchem.ncbi.nlm.nih.gov/compound/57469,FEATURED,"99011-02-6, 9050-31-1","168395-88-8, 37324-31-5, 405108-66-9, 42612-68-0, 52624-22-3, 9087-42-7",COMPOUND,YES,YES,YES
IMMUNOGLOBULIN ANTI-CLOSTRIDIUM TETANI TOXIN,IMMUNOGLOBULIN ANTI-CLOSTRIDIUM TETANI TOXIN,https://pubchem.ncbi.nlm.nih.gov/substance/496141656,RELEVANT,No CAS info,No CAS info,SUBSTANCE,MISSING,MISSING,NO
IMMUNOGLOBULIN ANTI-CYTOMEGALOVIRUS,IMMUNOGLOBULIN ANTI-CYTOMEGALOVIRUS,https://pubchem.ncbi.nlm.nih.gov/substance/135278088,RELEVANT,138660-96-5,No CAS info,SUBSTANCE,NO,MISSING,NO
IMMUNOGLOBULIN ANTI-D (RHO),IMMUNOGLOBULIN ANTI-D (RHO),https://pubchem.ncbi.nlm.nih.gov/substance/482030774,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
IMMUNOGLOBULIN ANTI-HEPATITIS B SURFACE ANTIGEN,IMMUNOGLOBULIN ANTI-HEPATITIS B SURFACE ANTIGEN,https://pubchem.ncbi.nlm.nih.gov/substance/135314688,RELEVANT,569658-80-6,No CAS info,SUBSTANCE,NO,MISSING,NO
IMMUNOGLOBULIN ANTI-PARAMYXOVIRUS PAROTITIDIS,IMMUNOGLOBULIN ANTI-PARAMYXOVIRUS PAROTITIDIS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IMMUNOGLOBULIN ANTI-RABIES,IMMUNOGLOBULIN ANTI-RABIES,https://pubchem.ncbi.nlm.nih.gov/substance/485665479,RELEVANT,2618667-99-3,No CAS info,SUBSTANCE,NO,MISSING,NO
IMMUNOGLOBULIN ANTI-THYMOCYTE,IMMUNOGLOBULIN ANTI-THYMOCYTE,https://pubchem.ncbi.nlm.nih.gov/substance/482029352,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
IMMUNOGLOBULIN ANTI-VARICELLA-ZOSTER,IMMUNOGLOBULIN ANTI-VARICELLA-ZOSTER,https://pubmed.ncbi.nlm.nih.gov/2569560,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IMMUNOGLOBULIN ANTIVENOM CROTALIDAE SNAKES,IMMUNOGLOBULIN ANTIVENOM CROTALIDAE SNAKES,https://pubmed.ncbi.nlm.nih.gov/28601268,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IMMUNOGLOBULIN ANTIVENOM MICRURUS FULVIUS,IMMUNOGLOBULIN ANTIVENOM MICRURUS FULVIUS,https://pubmed.ncbi.nlm.nih.gov/30879857,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IMMUNOGLOBULIN ANTIVENOM SNAKES,IMMUNOGLOBULIN ANTIVENOM SNAKES,https://pubmed.ncbi.nlm.nih.gov/29045429,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IMMUNOGLOBULIN ANTI RESPIRATORY SYNCYTIAL VIRUS,IMMUNOGLOBULIN ANTI RESPIRATORY SYNCYTIAL VIRUS,https://pubchem.ncbi.nlm.nih.gov/substance/481101776,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
IMMUNOGLOBULIN BASE,IMMUNOGLOBULIN BASE,https://pubchem.ncbi.nlm.nih.gov/bioassay/1845756,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INDACATEROL,INDACATEROL,https://pubchem.ncbi.nlm.nih.gov/compound/6918554,FEATURED,312753-06-3,870265-20-6,COMPOUND,YES,YES,YES
INDAPAMIDE,INDAPAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3702,FEATURED,"26807-65-8, 133-36-8",49564-58-1,COMPOUND,YES,YES,YES
INDIGO CARMINE,INDIGO CARMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2723854,FEATURED,860-22-0,No CAS info,COMPOUND,YES,YES,YES
INDINAVIR,INDINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/5362440,FEATURED,150378-17-9,"166746-42-5, 216884-06-9, 166746-42-5",COMPOUND,YES,YES,YES
INDOCYANINE GREEN,INDOCYANINE GREEN,https://pubchem.ncbi.nlm.nih.gov/compound/11967809,FEATURED,3599-32-4,"1814902-08-3, 58984-23-9",COMPOUND,YES,YES,YES
INDOLE-3 CARBINOL,INDOLE-3 CARBINOL,https://pubchem.ncbi.nlm.nih.gov/compound/3712,FEATURED,700-06-1,No CAS info,COMPOUND,YES,YES,YES
INDOMETACIN,INDOMETACIN,https://pubchem.ncbi.nlm.nih.gov/compound/3715,FEATURED,"53-86-1, 28751-45-3","37242-43-6, 503560-73-4, 91853-74-6",COMPOUND,YES,YES,YES
INFANT FLOURS,INFANT FLOURS,https://pubmed.ncbi.nlm.nih.gov/36943491,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INFANT FOOD MODIFIED,INFANT FOOD MODIFIED,https://pubmed.ncbi.nlm.nih.gov/37862989,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INFANT MILKS,INFANT MILKS,https://pubmed.ncbi.nlm.nih.gov/27146509,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INFLIXIMAB,INFLIXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Infliximab,FEATURED,170277-31-3,No CAS info,COMPOUND,MISSING,YES,YES
INFLUENZA NOSODE,INFLUENZA NOSODE,https://pubchem.ncbi.nlm.nih.gov/substance/482029894,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
INGENOL MEBUTATE,INGENOL MEBUTATE,https://pubchem.ncbi.nlm.nih.gov/compound/6918670,FEATURED,75567-37-2,849146-39-0,COMPOUND,YES,YES,YES
INHALER DEVICE,INHALER DEVICE,https://pubmed.ncbi.nlm.nih.gov/37914418,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INOSITOL,INOSITOL,https://pubchem.ncbi.nlm.nih.gov/compound/892,FEATURED,"551-72-4, 643-12-9, 6917-35-7, 87-89-8, 488-54-0, 488-55-1, 488-58-4, 488-59-5, 576-63-6, 643-10-7, 38876-99-2","53319-35-0, 887751-76-0, 19030-27-4, 36190-90-6, 173524-45-3",COMPOUND,YES,YES,YES
INOSITOL NICOTINATE,INOSITOL NICOTINATE,https://pubchem.ncbi.nlm.nih.gov/compound/3720,FEATURED,6556-11-2,"14154-33-7, 2090-94-0",COMPOUND,YES,YES,YES
INOTUZUMAB OZOGAMICIN,INOTUZUMAB OZOGAMICIN,https://pubchem.ncbi.nlm.nih.gov/compound/Inotuzumab%20Ozogamicin,FEATURED,635715-01-4,No CAS info,COMPOUND,MISSING,YES,YES
INSULIN ASPART,INSULIN ASPART,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Aspart,FEATURED,"116094-23-6, 877034-90-7","1024611-56-0, 139532-40-4",COMPOUND,MISSING,YES,YES
INSULIN ASPART PROTAMINE CRYSTALLINE,INSULIN ASPART PROTAMINE CRYSTALLINE,https://pubchem.ncbi.nlm.nih.gov/substance/481101698,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
INSULIN BOVINE BASE,INSULIN BOVINE BASE,https://pubmed.ncbi.nlm.nih.gov/9027564,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INSULIN BOVINE ISOPHANE,INSULIN BOVINE ISOPHANE,https://pubmed.ncbi.nlm.nih.gov/3905477,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INSULIN BOVINE ZINC SUSPENSION (COMPOUND),INSULIN BOVINE ZINC SUSPENSION (COMPOUND),No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INSULIN DEGLUDEC,INSULIN DEGLUDEC,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Degludec,FEATURED,844439-96-9,886983-20-6,COMPOUND,MISSING,YES,YES
INSULIN DETEMIR,INSULIN DETEMIR,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Detemir,FEATURED,169148-63-4,"201305-44-4, 270588-25-5",COMPOUND,MISSING,YES,YES
INSULIN GLARGINE,INSULIN GLARGINE,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Glargine,FEATURED,160337-95-1,"202757-02-6, 224055-72-5, 690638-50-7",COMPOUND,MISSING,YES,YES
INSULIN GLULISINE,INSULIN GLULISINE,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Glulisine,FEATURED,207748-29-6,No CAS info,COMPOUND,MISSING,YES,YES
INSULIN HUMAN BASE,INSULIN HUMAN BASE,https://pubchem.ncbi.nlm.nih.gov/compound/77999,RELEVANT,122320-73-4,No CAS info,COMPOUND,NO,NO,NO
INSULIN HUMAN ISOPHANE,INSULIN HUMAN ISOPHANE,https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO
INSULIN HUMAN ZINC SUSPENSION (COMPOUND),INSULIN HUMAN ZINC SUSPENSION (COMPOUND),https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO
INSULIN HUMAN ZINC SUSPENSION (CRYSTALLINE),INSULIN HUMAN ZINC SUSPENSION (CRYSTALLINE),https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO
INSULIN LISPRO,INSULIN LISPRO,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Lispro,FEATURED,133107-64-9,No CAS info,COMPOUND,MISSING,YES,YES
INSULIN LISPRO PROTAMINE,INSULIN LISPRO PROTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Lispro,FEATURED,133107-64-9,No CAS info,COMPOUND,MISSING,YES,YES
INSULIN PORCINE BASE,INSULIN PORCINE BASE,https://pubmed.ncbi.nlm.nih.gov/7588248,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
INSULIN PORCINE ISOPHANE,INSULIN PORCINE ISOPHANE,https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO
INSULIN PORCINE ZINC SUSPENSION (COMPOUND),INSULIN PORCINE ZINC SUSPENSION (COMPOUND),https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO
INTERFERON ALFA-2A,INTERFERON ALFA-2A,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfa-2a,FEATURED,"76543-88-9, 77907-69-8","206668-00-0, 93354-90-6, 77907-69-8",COMPOUND,MISSING,YES,YES
INTERFERON ALFA-2B,INTERFERON ALFA-2B,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfa-2B,FEATURED,"98530-12-2, 99210-65-8","371759-47-6, 99210-65-8, 99210-65-8",COMPOUND,MISSING,YES,YES
INTERFERON ALFA-N3,INTERFERON ALFA-N3,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfa-N3,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
INTERFERON ALFACON-1,INTERFERON ALFACON-1,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfacon-1,FEATURED,118390-30-0,2043378-94-3,COMPOUND,MISSING,YES,YES
INTERFERON BETA-1A,INTERFERON BETA-1A,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Beta-1A,FEATURED,"145258-61-3, 194739-10-1",220581-49-7,COMPOUND,MISSING,YES,YES
INTERFERON BETA-1B,INTERFERON BETA-1B,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Beta-1B,FEATURED,145155-23-3,No CAS info,COMPOUND,MISSING,YES,YES
INTERFERON GAMMA-1B,INTERFERON GAMMA-1B,https://pubchem.ncbi.nlm.nih.gov/substance/481101720,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
