Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
SPINOSAD,SPINOSAD,https://pubchem.ncbi.nlm.nih.gov/compound/Spinosad,FEATURED,168316-95-8,"251304-69-5, 937365-79-2",COMPOUND,MISSING,YES,YES
SQUALANE,SQUALANE,https://pubchem.ncbi.nlm.nih.gov/compound/8089,FEATURED,111-01-3,2101721-37-1,COMPOUND,YES,YES,YES
SQUALENE,SQUALENE,https://pubchem.ncbi.nlm.nih.gov/compound/638072,FEATURED,"111-02-4, 7683-64-9, 11051-27-7","94016-35-0, 21245-10-3",COMPOUND,YES,YES,YES
STAVUDINE,STAVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/18283,FEATURED,3056-17-5,132425-31-1,COMPOUND,YES,YES,YES
SULFAFURAZOLE,SULFAFURAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5344,FEATURED,127-69-5,207522-06-3,COMPOUND,YES,YES,YES
SULFATHIAZOLE,SULFATHIAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5340,FEATURED,72-14-0,"158269-46-6, 6052-33-1, 859037-27-7, 158269-46-6, 6052-33-1",COMPOUND,YES,YES,YES
SULINDAC,SULINDAC,https://pubchem.ncbi.nlm.nih.gov/compound/1548887,FEATURED,"38194-50-2, 32004-68-5",49627-22-7,COMPOUND,YES,YES,YES
SUNITINIB,SUNITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/5329102,FEATURED,557795-19-4,326914-13-0,COMPOUND,YES,YES,YES
TASIMELTEON,TASIMELTEON,https://pubchem.ncbi.nlm.nih.gov/compound/10220503,FEATURED,609799-22-6,209255-28-7,COMPOUND,YES,YES,YES
TELAPREVIR,TELAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/3010818,FEATURED,402957-28-2,569364-34-7,COMPOUND,YES,YES,YES
TELITHROMYCIN,TELITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3002190,FEATURED,191114-48-4,173838-31-8,COMPOUND,YES,YES,YES
TENIPOSIDE,TENIPOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/452548,FEATURED,29767-20-2,"23362-13-2, 31514-29-1, 35317-44-3",COMPOUND,YES,YES,YES
TERBUTALINE,TERBUTALINE,https://pubchem.ncbi.nlm.nih.gov/compound/5403,FEATURED,23031-25-6,46719-29-3,COMPOUND,YES,YES,YES
TERIFLUNOMIDE,TERIFLUNOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/54684141,FEATURED,"163451-81-8, 108605-62-5",210165-52-9,COMPOUND,YES,YES,YES
TERIPARATIDE,TERIPARATIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Teriparatide,FEATURED,52232-67-4,"267417-73-2, 289470-84-4, 54651-28-4, 64428-48-4, 70212-84-9",COMPOUND,MISSING,YES,YES
TESAMORELIN,TESAMORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/Tesamorelin,FEATURED,218949-48-5,"775305-79-8, 804475-66-9",COMPOUND,MISSING,YES,YES
TESTOSTERONE,TESTOSTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6013,FEATURED,58-22-0,1050678-68-6,COMPOUND,YES,YES,YES
TETRYZOLINE,TETRYZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/5419,FEATURED,"84-22-0, 67731-53-7",67731-52-6,COMPOUND,YES,YES,YES
THALIDOMIDE,THALIDOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5426,FEATURED,"50-35-1, 841-67-8, 2614-06-4","14088-68-7, 731-40-8",COMPOUND,YES,YES,YES
THIAMAZOLE,THIAMAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/1349907,FEATURED,60-56-0,"4708-61-6, 85916-84-3, 85916-84-3",COMPOUND,YES,YES,YES
THIORIDAZINE,THIORIDAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5452,FEATURED,50-52-2,57129-06-3,COMPOUND,YES,YES,YES
THROMBIN,THROMBIN,https://pubchem.ncbi.nlm.nih.gov/compound/Thrombin,FEATURED,9002-04-4,"105881-84-3, 53028-63-0, 8050-02-0, 8059-56-1, 9014-41-9, 105881-84-3, 53028-63-0, 8050-02-0, 9014-41-9",COMPOUND,MISSING,YES,YES
TILACTASE,TILACTASE,https://pubchem.ncbi.nlm.nih.gov/compound/Lactase,FEATURED,9031-11-2,121854-92-0,COMPOUND,MISSING,YES,YES
TIMOLOL,TIMOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/33624,FEATURED,26839-75-8,"131628-37-0, 194288-09-0, 131628-37-0",COMPOUND,YES,YES,YES
TIOCONAZOLE,TIOCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5482,FEATURED,65899-73-2,144025-07-0,COMPOUND,YES,YES,YES
TIROFIBAN,TIROFIBAN,https://pubchem.ncbi.nlm.nih.gov/compound/60947,FEATURED,144494-65-5,151065-53-1,COMPOUND,YES,YES,YES
TOLMETIN,TOLMETIN,https://pubchem.ncbi.nlm.nih.gov/compound/5509,FEATURED,26171-23-3,87344-04-5,COMPOUND,YES,YES,YES
TOLNAFTATE,TOLNAFTATE,https://pubchem.ncbi.nlm.nih.gov/compound/5510,FEATURED,2398-96-1,94256-64-1,COMPOUND,YES,YES,YES
TOLTERODINE,TOLTERODINE,https://pubchem.ncbi.nlm.nih.gov/compound/443879,FEATURED,124937-51-5,215929-30-9,COMPOUND,YES,YES,YES
TOPOTECAN,TOPOTECAN,https://pubchem.ncbi.nlm.nih.gov/compound/60700,FEATURED,"123948-87-8, 119413-54-6","133242-28-1, 138121-88-7",COMPOUND,YES,YES,YES
TOREMIFENE,TOREMIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/3005573,FEATURED,89778-26-7,98644-21-4,COMPOUND,YES,YES,YES
TRAMETINIB,TRAMETINIB,https://pubchem.ncbi.nlm.nih.gov/compound/11707110,FEATURED,871700-17-3,1204531-14-5,COMPOUND,YES,YES,YES
TRANYLCYPROMINE,TRANYLCYPROMINE,https://pubchem.ncbi.nlm.nih.gov/compound/19493,FEATURED,"3721-26-4, 155-09-9, 3721-28-6",95-62-5,COMPOUND,YES,YES,YES
TRAVOPROST,TRAVOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5282226,FEATURED,157283-68-6,207742-69-6,COMPOUND,YES,YES,YES
TRIACETIN,TRIACETIN,https://pubchem.ncbi.nlm.nih.gov/compound/5541,FEATURED,102-76-1,2102168-03-4,COMPOUND,YES,YES,YES
TRIAMCINOLONE,TRIAMCINOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/31307,FEATURED,"124-94-7, 51855-44-8",83474-03-7,COMPOUND,YES,YES,YES
TRILOSTANE,TRILOSTANE,https://pubchem.ncbi.nlm.nih.gov/compound/656583,FEATURED,13647-35-3,"27107-98-8, 28414-46-2",COMPOUND,YES,YES,YES
TYLOXAPOL,TYLOXAPOL,https://pubchem.ncbi.nlm.nih.gov/compound/Tyloxapol,FEATURED,25301-02-4,"9014-50-0, 9014-66-8, 9015-10-5",COMPOUND,MISSING,YES,YES
UNITHIOL,UNITHIOL,https://pubchem.ncbi.nlm.nih.gov/compound/2724039,FEATURED,"4076-02-2, 37260-06-3","37260-06-3, 85549-76-4",COMPOUND,YES,YES,YES
UROFOLLITROPIN,UROFOLLITROPIN,https://pubchem.ncbi.nlm.nih.gov/compound/Urofollitropin,FEATURED,"97048-13-0, 26995-91-5, 146479-72-3","27115-19-1, 150490-84-9, 169108-34-3, 185568-62-1, 97048-13-0",COMPOUND,MISSING,YES,YES
UROKINASE,UROKINASE,https://pubchem.ncbi.nlm.nih.gov/compound/Urokinase,FEATURED,9039-53-6,"139639-24-0, 37211-64-6",COMPOUND,MISSING,YES,YES
USTEKINUMAB,USTEKINUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ustekinumab,FEATURED,815610-63-0,949907-93-1,COMPOUND,MISSING,YES,YES
VABORBACTAM,VABORBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/56649692,FEATURED,1360457-46-0,1575712-03-6,COMPOUND,YES,YES,YES
VALRUBICIN,VALRUBICIN,https://pubchem.ncbi.nlm.nih.gov/compound/454216,FEATURED,56124-62-0,136816-53-0,COMPOUND,YES,YES,YES
VANADIUM,VANADIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23990,FEATURED,"7440-62-2, 14782-33-3, 22537-31-1, 22541-77-1","195161-77-4, 24763-58-4, 24763-58-4",COMPOUND,YES,YES,YES
VANDETANIB,VANDETANIB,https://pubchem.ncbi.nlm.nih.gov/compound/3081361,FEATURED,443913-73-3,338992-00-0,COMPOUND,YES,YES,YES
VEDOLIZUMAB,VEDOLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Vedolizumab,FEATURED,943609-66-3,259103-89-4,COMPOUND,MISSING,YES,YES
VELPATASVIR,VELPATASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/67683363,FEATURED,1377049-84-7,1458063-71-2,COMPOUND,YES,YES,YES
VIGABATRIN,VIGABATRIN,https://pubchem.ncbi.nlm.nih.gov/compound/5665,FEATURED,"68506-86-5, 60643-86-9",60643-86-9,COMPOUND,YES,YES,YES
VORICONAZOLE,VORICONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/71616,FEATURED,"188416-29-7, 137234-62-9",173967-54-9,COMPOUND,YES,YES,YES
VOXILAPREVIR,VOXILAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/89921642,FEATURED,1535212-07-7,1929654-80-7,COMPOUND,YES,YES,YES
ZEAXANTHIN,ZEAXANTHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5280899,FEATURED,144-68-3,"32638-35-0, 34182-33-7",COMPOUND,YES,YES,YES
ZILEUTON,ZILEUTON,https://pubchem.ncbi.nlm.nih.gov/compound/60490,FEATURED,111406-87-2,"133305-01-8, 154003-29-9",COMPOUND,YES,YES,YES
